BOTSWANA,BOTSWANA,FRANCISTOWN,0
EASTERN CAPE,PORT ELIZABETH,BRAKKEFONTEIN,6001
EASTERN CAPE,PORT ELIZABETH,BRAKWATER FLATS,6001
EASTERN CAPE,PORT ELIZABETH,BRAMHOPE,6025
EASTERN CAPE,PORT ELIZABETH,BRENTWOOD PARK,6025
EASTERN CAPE,PORT ELIZABETH,BRICKFIELDS,6001
EASTERN CAPE,PORT ELIZABETH,BRIDGEMEAD,6025
EASTERN CAPE,PORT ELIZABETH,BRIGHTON BEACH,6001
EASTERN CAPE,PORT ELIZABETH,BROADWOOD,6070
EASTERN CAPE,PORT ELIZABETH,BROOKES HILL,6001
EASTERN CAPE,PORT ELIZABETH,BRYMORE,6025
EASTERN CAPE,PORT ELIZABETH,BUFFALO PARK,6001
EASTERN CAPE,PORT ELIZABETH,BUTTERFIELD,6001
EASTERN CAPE,PORT ELIZABETH,CADLES,6001
EASTERN CAPE,PORT ELIZABETH,CENTRAHIL,6006
EASTERN CAPE,PORT ELIZABETH,CENTRAL,6001
EASTERN CAPE,PORT ELIZABETH,CHARLO,6070
EASTERN CAPE,PORT ELIZABETH,CHATTY,6059
EASTERN CAPE,PORT ELIZABETH,CHELSEA,6001
EASTERN CAPE,PORT ELIZABETH,CLARENDON MARINE,6001
EASTERN CAPE,PORT ELIZABETH,CLEARY ESTATE,6059
EASTERN CAPE,PORT ELIZABETH,COLLEEN GLEN,6018
EASTERN CAPE,PORT ELIZABETH,COOPERS KLOOF,6007
EASTERN CAPE,PORT ELIZABETH,COTSWOLD,6045
EASTERN CAPE,PORT ELIZABETH,CRADOCK PLACE,6001
EASTERN CAPE,PORT ELIZABETH,CRAIGBAIN,6001
EASTERN CAPE,PORT ELIZABETH,CRAWFORD ST TOWNSHIP,6009
EASTERN CAPE,PORT ELIZABETH,CRESTVIEW,6025
EASTERN CAPE,PORT ELIZABETH,CROCKARTS HOPE,6001
EASTERN CAPE,PORT ELIZABETH,DE STADES,6001
EASTERN CAPE,PORT ELIZABETH,DEAL PARTY,6001
EASTERN CAPE,PORT ELIZABETH,DEER PARK,6001
EASTERN CAPE,PORT ELIZABETH,DENHOLME,6001
EASTERN CAPE,PORT ELIZABETH,DODDS A H,6001
EASTERN CAPE,PORT ELIZABETH,DONKIN HILL,6010
EASTERN CAPE,PORT ELIZABETH,DOWERVILLE,6059
EASTERN CAPE,PORT ELIZABETH,DRAAIFONTEIN,6001
EASTERN CAPE,PORT ELIZABETH,DRIFTSANDS,6001
EASTERN CAPE,PORT ELIZABETH,DUSTPAN,6001
EASTERN CAPE,PORT ELIZABETH,EASTBOURNE,6001
EASTERN CAPE,PORT ELIZABETH,ELUNDINI,6200
EASTERN CAPE,PORT ELIZABETH,EMERALD HILL,6011
EASTERN CAPE,PORT ELIZABETH,ERICADENE,6001
EASTERN CAPE,PORT ELIZABETH,ESSEXVALE,6070
EASTERN CAPE,PORT ELIZABETH,ESTADEAL,6012
EASTERN CAPE,PORT ELIZABETH,EVELYN,6001
EASTERN CAPE,PORT ELIZABETH,FAIRVIEW SUBDIVIDED ESTATE,6070
EASTERN CAPE,PORT ELIZABETH,FAIRVIEW,6070
EASTERN CAPE,PORT ELIZABETH,FERGUSON TOWNSHIP,6001
EASTERN CAPE,PORT ELIZABETH,FERGUSON,6001
EASTERN CAPE,PORT ELIZABETH,FERNGLEN,6045
EASTERN CAPE,PORT ELIZABETH,FISHWATER FLATS,6001
EASTERN CAPE,PORT ELIZABETH,FORDVILLE,6200
EASTERN CAPE,PORT ELIZABETH,FOREST HILL,6001
EASTERN CAPE,PORT ELIZABETH,FOWLER,6001
EASTERN CAPE,PORT ELIZABETH,FRAMESBY GARDENS,6045
EASTERN CAPE,PORT ELIZABETH,FRAMESBY NORTH,6045
EASTERN CAPE,PORT ELIZABETH,FRAMESBY,6045
EASTERN CAPE,PORT ELIZABETH,FRANCIS EVATT PARK,6025
EASTERN CAPE,PORT ELIZABETH,GAMTOOS,6360
EASTERN CAPE,PORT ELIZABETH,GEDULTS RIVER,6001
EASTERN CAPE,PORT ELIZABETH,GELVAN PARK,6020
EASTERN CAPE,PORT ELIZABETH,GELVANDALE,6020
EASTERN CAPE,PORT ELIZABETH,GIBSONVILLE,6001
EASTERN CAPE,PORT ELIZABETH,GILLITTS,6070
EASTERN CAPE,PORT ELIZABETH,GLEN HURD,6045
EASTERN CAPE,PORT ELIZABETH,GLENDINNINGVALE,6001
EASTERN CAPE,PORT ELIZABETH,GLENKAMMA,6001
EASTERN CAPE,PORT ELIZABETH,GLENROY PARK,6025
EASTERN CAPE,PORT ELIZABETH,GOLDWATER,6070
EASTERN CAPE,PORT ELIZABETH,GORDON PLACE,6001
EASTERN CAPE,PORT ELIZABETH,GREENACRES,6045
EASTERN CAPE,PORT ELIZABETH,GREENBUSHES,6390
EASTERN CAPE,PORT ELIZABETH,GREENOCK PARK,6025
EASTERN CAPE,PORT ELIZABETH,GREENSHIELDS PARK,6070
EASTERN CAPE,PORT ELIZABETH,HALLACK,6001
EASTERN CAPE,PORT ELIZABETH,HANCORN,6001
EASTERN CAPE,PORT ELIZABETH,HARBOUR,6001
EASTERN CAPE,PORT ELIZABETH,HARMONY,6001
EASTERN CAPE,PORT ELIZABETH,HART,6001
EASTERN CAPE,PORT ELIZABETH,HEATH PARK,6059
EASTERN CAPE,PORT ELIZABETH,HELENVALE,6020
EASTERN CAPE,PORT ELIZABETH,HILLSIDE,6059
EASTERN CAPE,PORT ELIZABETH,HOLLAND PARK,6001
EASTERN CAPE,PORT ELIZABETH,HOY,6001
EASTERN CAPE,PORT ELIZABETH,HUMERAIL,6001
EASTERN CAPE,PORT ELIZABETH,HUMEWOOD,6001
EASTERN CAPE,PORT ELIZABETH,HUNTERS RETREAT,6017
EASTERN CAPE,PORT ELIZABETH,IDYLWYLDE,6001
EASTERN CAPE,PORT ELIZABETH,JARMAN,6020
EASTERN CAPE,PORT ELIZABETH,JOORST PARK,6001
EASTERN CAPE,PORT ELIZABETH,JUTLAND,6001
EASTERN CAPE,PORT ELIZABETH,KABEGA PARK,6025
EASTERN CAPE,PORT ELIZABETH,KABEGA,6250
EASTERN CAPE,PORT ELIZABETH,KAKKERLAKSVLEI,6001
EASTERN CAPE,PORT ELIZABETH,KAMMA CREEK,6070
EASTERN CAPE,PORT ELIZABETH,KAMMA HEIGHTS,6070
EASTERN CAPE,PORT ELIZABETH,KAMMA PARK,6070
EASTERN CAPE,PORT ELIZABETH,KAMMA RIDGE,6025
EASTERN CAPE,PORT ELIZABETH,KEMPSTON,6001
EASTERN CAPE,PORT ELIZABETH,KEMSLEY PARK,6001
EASTERN CAPE,PORT ELIZABETH,KENDLE INDUSTRIAL,6001
EASTERN CAPE,PORT ELIZABETH,KENSINGTON,6001
EASTERN CAPE,PORT ELIZABETH,KINI BAY,6001
EASTERN CAPE,PORT ELIZABETH,KLEINSKOOL,6059
EASTERN CAPE,PORT ELIZABETH,KONIG PARK,6001
EASTERN CAPE,PORT ELIZABETH,KORSTEN,6020
EASTERN CAPE,PORT ELIZABETH,KRAGGA KAMMA,6001
EASTERN CAPE,PORT ELIZABETH,KRAGGAKAMMA PARK,6070
EASTERN CAPE,PORT ELIZABETH,KUNENE PARK,6025
EASTERN CAPE,PORT ELIZABETH,KURUMAN KLOOF,6001
EASTERN CAPE,PORT ELIZABETH,KWADWESI,6201
EASTERN CAPE,PORT ELIZABETH,KWAFORD,6200
EASTERN CAPE,PORT ELIZABETH,KWAMAGXAKI,6001
EASTERN CAPE,PORT ELIZABETH,KWAZAKHELE,6205
EASTERN CAPE,PORT ELIZABETH,LA ROCHELLE,6070
EASTERN CAPE,PORT ELIZABETH,LADY SLIPPER,6001
EASTERN CAPE,PORT ELIZABETH,LAKEVIEW,6001
EASTERN CAPE,PORT ELIZABETH,LEA PLACE,6001
EASTERN CAPE,PORT ELIZABETH,LIBA,6001
EASTERN CAPE,PORT ELIZABETH,LINDSAY INDUSTRIAL,6001
EASTERN CAPE,PORT ELIZABETH,LINKSIDE,6001
EASTERN CAPE,PORT ELIZABETH,LINTON GRANGE,6025
EASTERN CAPE,PORT ELIZABETH,LISTERWOOD,6001
EASTERN CAPE,PORT ELIZABETH,LORRAINE MANOR,6070
EASTERN CAPE,PORT ELIZABETH,LORRAINE,6070
EASTERN CAPE,PORT ELIZABETH,LOVEMORE HEIGHTS ESTATE,6070
EASTERN CAPE,PORT ELIZABETH,LOVEMORE HEIGHTS,6070
EASTERN CAPE,PORT ELIZABETH,LOVEMORE PARK,6070
EASTERN CAPE,PORT ELIZABETH,LUNEVILLE,6001
EASTERN CAPE,PORT ELIZABETH,MACLEANVILLE,6001
EASTERN CAPE,PORT ELIZABETH,MAITLANDS,6001
EASTERN CAPE,PORT ELIZABETH,MALABAR,6020
EASTERN CAPE,PORT ELIZABETH,MANGOLD PARK,6070
EASTERN CAPE,PORT ELIZABETH,MARAIS TOWNSHIP,6001
EASTERN CAPE,PORT ELIZABETH,MARAIS,6001
EASTERN CAPE,PORT ELIZABETH,MARCHANTDALE,6025
EASTERN CAPE,PORT ELIZABETH,MARKMAN,6210
EASTERN CAPE,PORT ELIZABETH,MATTHEUS,6001
EASTERN CAPE,PORT ELIZABETH,MCLEANVILLE,6001
EASTERN CAPE,PORT ELIZABETH,MCNAMEE VILLAGE,6200
EASTERN CAPE,PORT ELIZABETH,MCNAMEE,6200
EASTERN CAPE,PORT ELIZABETH,MELON,6365
EASTERN CAPE,PORT ELIZABETH,MILL PARK,6001
EASTERN CAPE,PORT ELIZABETH,MILLARD GRANGE,6001
EASTERN CAPE,PORT ELIZABETH,MILNER TOWNSHIP,6001
EASTERN CAPE,PORT ELIZABETH,MIRAMAR,6070
EASTERN CAPE,PORT ELIZABETH,MISSIONVALE,6020
EASTERN CAPE,PORT ELIZABETH,MOREGROVE,6025
EASTERN CAPE,PORT ELIZABETH,MORNINGSIDE,6025
EASTERN CAPE,PORT ELIZABETH,MOTCOMBE,6001
EASTERN CAPE,PORT ELIZABETH,MOTHERWELL,6211
EASTERN CAPE,PORT ELIZABETH,MOUNT CROIX,6001
EASTERN CAPE,PORT ELIZABETH,MOUNT PLEASANT,6070
EASTERN CAPE,PORT ELIZABETH,MOUNT RD TOWNSHIP,6001
EASTERN CAPE,PORT ELIZABETH,MOUNT RD,6001
EASTERN CAPE,PORT ELIZABETH,NEAVE,6020
EASTERN CAPE,PORT ELIZABETH,NEW BRIGHTON,6200
EASTERN CAPE,PORT ELIZABETH,NEWMARKET,6001
EASTERN CAPE,PORT ELIZABETH,NEWTON PARK,6045
EASTERN CAPE,PORT ELIZABETH,NORTH END LAKE,6001
EASTERN CAPE,PORT ELIZABETH,NORTH END,6001
EASTERN CAPE,PORT ELIZABETH,NORTHDENE,6056
EASTERN CAPE,PORT ELIZABETH,OVERBAAKENS,6070
EASTERN CAPE,PORT ELIZABETH,PALM RIDGE,6059
EASTERN CAPE,PORT ELIZABETH,PAPENKUILS INDUSTRIAL,6001
EASTERN CAPE,PORT ELIZABETH,PARI PARK,6070
EASTERN CAPE,PORT ELIZABETH,PARKRIDGE,6001
EASTERN CAPE,PORT ELIZABETH,PARKSIDE,6020
EASTERN CAPE,PORT ELIZABETH,PARSONS HILL,6001
EASTERN CAPE,PORT ELIZABETH,PARSONSVLEI,6025
EASTERN CAPE,PORT ELIZABETH,PEOPLES PLEASURE,6001
EASTERN CAPE,PORT ELIZABETH,PERLA,6001
EASTERN CAPE,PORT ELIZABETH,PERRIDGEVALE,6001
EASTERN CAPE,PORT ELIZABETH,PERSEVERANCE INDUSTRIAL,6001
EASTERN CAPE,PORT ELIZABETH,PETIET,6001
EASTERN CAPE,PORT ELIZABETH,PINEGROVE,6070
EASTERN CAPE,PORT ELIZABETH,PINELANDS,6001
EASTERN CAPE,PORT ELIZABETH,PORT ELIZABETH CENTRAL,6001
EASTERN CAPE,PORT ELIZABETH,PORT ELIZABETH,6001
EASTERN CAPE,PORT ELIZABETH,PRINCE ALFRED PARK,6001
EASTERN CAPE,PORT ELIZABETH,PROTEA PARK,6070
EASTERN CAPE,PORT ELIZABETH,PROVIDENTIA,6070
EASTERN CAPE,PORT ELIZABETH,REDHOUSE,6215
EASTERN CAPE,PORT ELIZABETH,RENDALLTON,6001
EASTERN CAPE,PORT ELIZABETH,RETIEFVILLE,6001
EASTERN CAPE,PORT ELIZABETH,RICHMOND HILL,6070
EASTERN CAPE,PORT ELIZABETH,RICHMOND PARK,6001
EASTERN CAPE,PORT ELIZABETH,RIETKUIL,6001
EASTERN CAPE,PORT ELIZABETH,ROWALLAN PARK,6025
EASTERN CAPE,PORT ELIZABETH,RUFANEVALE,6001
EASTERN CAPE,PORT ELIZABETH,RUPERTS HOPE,6001
EASTERN CAPE,PORT ELIZABETH,SALISBURY PARK,6070
EASTERN CAPE,PORT ELIZABETH,SALSONEVILLE,6059
EASTERN CAPE,PORT ELIZABETH,SALT LAKE,6059
EASTERN CAPE,PORT ELIZABETH,SALTVILLE,6059
EASTERN CAPE,PORT ELIZABETH,SANCTOR,6059
EASTERN CAPE,PORT ELIZABETH,SANTA GELANSE,6001
EASTERN CAPE,PORT ELIZABETH,SAPPERSHOEK,6001
EASTERN CAPE,PORT ELIZABETH,SARDINIA BAY,6001
EASTERN CAPE,PORT ELIZABETH,SCHAUDERVILLE,6020
EASTERN CAPE,PORT ELIZABETH,SCHOENMAKERSKOP,6070
EASTERN CAPE,PORT ELIZABETH,SCOTSTOWN,6001
EASTERN CAPE,PORT ELIZABETH,SEA VIEW,6001
EASTERN CAPE,PORT ELIZABETH,SHAUDER,6001
EASTERN CAPE,PORT ELIZABETH,SHEARWATER,6001
EASTERN CAPE,PORT ELIZABETH,SHERWOOD,6025
EASTERN CAPE,PORT ELIZABETH,SIDWELL,6001
EASTERN CAPE,PORT ELIZABETH,SITE & SERVICE,6001
EASTERN CAPE,PORT ELIZABETH,SOUTH END,6001
EASTERN CAPE,PORT ELIZABETH,SOUTHALL,6001
EASTERN CAPE,PORT ELIZABETH,SOUTHDENE,6001
EASTERN CAPE,PORT ELIZABETH,SPRINGDALE,6020
EASTERN CAPE,PORT ELIZABETH,SPRINGFIELD,6070
EASTERN CAPE,PORT ELIZABETH,ST ALBANS,6385
EASTERN CAPE,PORT ELIZABETH,ST GEORGES PARK,6001
EASTERN CAPE,PORT ELIZABETH,ST GEORGES STRAND,6001
EASTERN CAPE,PORT ELIZABETH,STELLA LONDT PARK,6045
EASTERN CAPE,PORT ELIZABETH,STEYTLER,6001
EASTERN CAPE,PORT ELIZABETH,STRUANDALE,6001
EASTERN CAPE,PORT ELIZABETH,STUART,6001
EASTERN CAPE,PORT ELIZABETH,SUMMERSTRAND,6001
EASTERN CAPE,PORT ELIZABETH,SUMMERWOOD,6001
EASTERN CAPE,PORT ELIZABETH,SUNDAYS RIVER,6001
EASTERN CAPE,PORT ELIZABETH,SUNRIDGE PARK,6045
EASTERN CAPE,PORT ELIZABETH,SWARTKOPS VALLEY,6210
EASTERN CAPE,PORT ELIZABETH,SWARTKOPS,6210
EASTERN CAPE,PORT ELIZABETH,SYDENHAM HILL,6001
EASTERN CAPE,PORT ELIZABETH,SYDENHAM,6001
EASTERN CAPE,PORT ELIZABETH,SYLVIC,6001
EASTERN CAPE,PORT ELIZABETH,TAYBANK,6025
EASTERN CAPE,PORT ELIZABETH,THEESCOMBE,6070
EASTERN CAPE,PORT ELIZABETH,TREEHAVEN,6025
EASTERN CAPE,PORT ELIZABETH,TREVOLEN,6070
EASTERN CAPE,PORT ELIZABETH,TULBAGH,6025
EASTERN CAPE,PORT ELIZABETH,UTOPIA,6001
EASTERN CAPE,PORT ELIZABETH,VALENCIA,6001
EASTERN CAPE,PORT ELIZABETH,VAN DER STEL,6025
EASTERN CAPE,PORT ELIZABETH,VAN ROOYENS PARK,6001
EASTERN CAPE,PORT ELIZABETH,VAN STADENS,6001
EASTERN CAPE,PORT ELIZABETH,VARSVLEI,6001
EASTERN CAPE,PORT ELIZABETH,VEEPLAAS,6001
EASTERN CAPE,PORT ELIZABETH,VERGELEGEN,6025
EASTERN CAPE,PORT ELIZABETH,VICTORIA PARK,6001
EASTERN CAPE,PORT ELIZABETH,VIKINGVALE,6025
EASTERN CAPE,PORT ELIZABETH,VOYLE,6001
EASTERN CAPE,PORT ELIZABETH,WALMER DOWNS,6070
EASTERN CAPE,PORT ELIZABETH,WALMER HEIGHTS,6070
EASTERN CAPE,PORT ELIZABETH,WALMER,6070
EASTERN CAPE,PORT ELIZABETH,WAY,6001
EASTERN CAPE,PORT ELIZABETH,WELLS ESTATE,6001
EASTERN CAPE,PORT ELIZABETH,WEST END,6059
EASTERN CAPE,PORT ELIZABETH,WESTERING,6025
EASTERN CAPE,PORT ELIZABETH,WESTERN HILLS,6025
EASTERN CAPE,PORT ELIZABETH,WESTLANDS,6020
EASTERN CAPE,PORT ELIZABETH,WESTVIEW,6045
EASTERN CAPE,PORT ELIZABETH,WEYBRIDGE PARK,6070
EASTERN CAPE,PORT ELIZABETH,WILLOW GLEN,6025
EASTERN CAPE,PORT ELIZABETH,WILLOWDENE,6070
EASTERN CAPE,PORT ELIZABETH,WILLOWGROVE,6070
EASTERN CAPE,PORT ELIZABETH,WILLOWS,6001
EASTERN CAPE,PORT ELIZABETH,WINDVOGEL,6059
EASTERN CAPE,PORT ELIZABETH,WOLMARANSVILLE,6001
EASTERN CAPE,PORT ELIZABETH,WOLWEFONTEIN,8237
EASTERN CAPE,PORT ELIZABETH,WONDERVIEW,6025
EASTERN CAPE,PORT ELIZABETH,WOODLANDS,6070
EASTERN CAPE,PORT ELIZABETH,WOOLHOPE,6020
EASTERN CAPE,PORT ELIZABETH,YOUNG PARK,6001
EASTERN CAPE,PORT ELIZABETH,YOUNG TOWNSHIP,6001
EASTERN CAPE,PORT ELIZABETH,YOUNG,6001
EASTERN CAPE,PORT ELIZABETH,ZWIDE,6001
EASTERN CAPE,PORT ST JOHNS,PORT ST JOHNS,5120
EASTERN CAPE,QUEENSTOWN,ALOEVALE,5319
EASTERN CAPE,QUEENSTOWN,BALMORAL,5319
EASTERN CAPE,QUEENSTOWN,BERGSIG,5319
EASTERN CAPE,QUEENSTOWN,BLUE RISE,5319
EASTERN CAPE,QUEENSTOWN,CENTRAL,5319
EASTERN CAPE,QUEENSTOWN,GOLF VIEW,5319
EASTERN CAPE,QUEENSTOWN,ILINGE,5330
EASTERN CAPE,QUEENSTOWN,KOMANI PARK,5319
EASTERN CAPE,QUEENSTOWN,KOMANI,5319
EASTERN CAPE,QUEENSTOWN,KONSANI PARK,5319
EASTERN CAPE,QUEENSTOWN,LAURIE DASHWOOD PARK,5319
EASTERN CAPE,QUEENSTOWN,MADEIRA PARK,5319
EASTERN CAPE,QUEENSTOWN,MLUNGISI,5319
EASTERN CAPE,QUEENSTOWN,NEW REST,5319
EASTERN CAPE,QUEENSTOWN,PARKVALE,5319
EASTERN CAPE,QUEENSTOWN,QUEENSTOWN,5319
EASTERN CAPE,QUEENSTOWN,SANDRINGHAM,5319
EASTERN CAPE,QUEENSTOWN,SOUTHBOURNE,5319
EASTERN CAPE,QUEENSTOWN,ST MARKS,5328
EASTERN CAPE,QUEENSTOWN,VAN COLLER PARK,5319
EASTERN CAPE,QUEENSTOWN,VICTORIA PARK,5319
EASTERN CAPE,QUEENSTOWN,WESHOF,5319
EASTERN CAPE,QUEENSTOWN,WESTBOURNE,5319
EASTERN CAPE,QUEENSTOWN,WESTHOF,5319
EASTERN CAPE,QUEENSTOWN,WHITE CITY,5319
EASTERN CAPE,QUEENSTOWN,WINDSOR,5319
EASTERN CAPE,QUEENSTOWN,WITKOP,5319
EASTERN CAPE,RIEBEEK EAST,RIEBEEK EAST,5805
EASTERN CAPE,RIVERSDAL,RIVERSDAL,6670
EASTERN CAPE,ROSSOUW,ROSSOUW,5437
EASTERN CAPE,SEYMOUR,SEYMOUR,5750
EASTERN CAPE,SOMERSET EAST,MNANDI,5850
EASTERN CAPE,SOMERSET EAST,SOMERSET EAST,5850
EASTERN CAPE,SOMERSET EAST,WESTVIEW,5850
EASTERN CAPE,SOUTH SEAS,SOUTH SEAS,6172
EASTERN CAPE,ST FRANCIS BAY,CANALS,6312
EASTERN CAPE,ST FRANCIS BAY,GREATER ST FRANCIS BAY AREA,6312
EASTERN CAPE,ST FRANCIS BAY,INDUSTRIAL,6312
EASTERN CAPE,ST FRANCIS BAY,KROMME RIVER,6312
EASTERN CAPE,ST FRANCIS BAY,MARINA VILLAGE,6312
EASTERN CAPE,ST FRANCIS BAY,PORT ST FRANCIS,6312
EASTERN CAPE,ST FRANCIS BAY,SANTAREME,6312
EASTERN CAPE,ST FRANCIS BAY,SEA VISTA,6312
EASTERN CAPE,ST FRANCIS BAY,ST FRANCIS BAY LINKS,6312
EASTERN CAPE,ST FRANCIS BAY,ST FRANCIS BAY,6312
EASTERN CAPE,ST FRANCIS BAY,ST FRANCIS ON SEA PHASE I,6312
EASTERN CAPE,ST FRANCIS BAY,ST FRANCIS ON SEA PHASE II,6312
EASTERN CAPE,ST FRANCIS BAY,ST FRANCIS ON SEA,6312
EASTERN CAPE,ST FRANCIS BAY,VILLAGE I,6312
EASTERN CAPE,ST FRANCIS BAY,VILLAGE II,6312
EASTERN CAPE,ST FRANCIS BAY,VILLAGE,6312
EASTERN CAPE,STERKSTROOM,STERKSTROOM,5425
EASTERN CAPE,STEYNSBURG,STEYNSBURG,5920
EASTERN CAPE,STEYTLERVILLE,GOLDEN VALLEY,6250
EASTERN CAPE,STEYTLERVILLE,STEYTLERVILLE,6250
EASTERN CAPE,STEYTLERVILLE,VUYOLWETHU,6250
EASTERN CAPE,STORMBERG,STORMBERG,5501
EASTERN CAPE,STORMS RIVER,STORMS RIVER,6308
EASTERN CAPE,STUTTERHEIM,KUBUSI,4930
EASTERN CAPE,STUTTERHEIM,STUTTERHEIM,4930
EASTERN CAPE,TARKASTAD,TARKASTAD,5370
EASTERN CAPE,THORNHILL,THORNHILL,6375
EASTERN CAPE,TSITSIKAMMA,STORMS RIVER VILLAGE,6308
EASTERN CAPE,TSITSIKAMMA,TSITSIKAMMA,6400
EASTERN CAPE,TSOLO,TSOLO,5170
EASTERN CAPE,TSOMO,TSOMO,5400
EASTERN CAPE,UGIE,UGIE,5470
EASTERN CAPE,UITENHAGE,ALLANRIDGE,6229
EASTERN CAPE,UITENHAGE,CANNON HILL,6230
EASTERN CAPE,UITENHAGE,CENTRAL,6230
EASTERN CAPE,UITENHAGE,COLLEGE HILL,6230
EASTERN CAPE,UITENHAGE,DE MIST,6230
EASTERN CAPE,UITENHAGE,DR BRAUN,6230
EASTERN CAPE,UITENHAGE,ERIC DODD,6230
EASTERN CAPE,UITENHAGE,FAIRBRIDGE HEIGHTS,6230
EASTERN CAPE,UITENHAGE,GLENCONNOR,6234
EASTERN CAPE,UITENHAGE,JANSENDAL,6230
EASTERN CAPE,UITENHAGE,KABAH A H,6230
EASTERN CAPE,UITENHAGE,KABAH,6229
EASTERN CAPE,UITENHAGE,KLEINPOORT,6236
EASTERN CAPE,UITENHAGE,LANGA,6230
EASTERN CAPE,UITENHAGE,LEVYVALE,6229
EASTERN CAPE,UITENHAGE,LOWER CENTRAL,6230
EASTERN CAPE,UITENHAGE,MOSEL,6230
EASTERN CAPE,UITENHAGE,MOSELVILLE,6232
EASTERN CAPE,UITENHAGE,MOUNTAIN VIEW,6229
EASTERN CAPE,UITENHAGE,OLD COLLEGE HILL,6230
EASTERN CAPE,UITENHAGE,PENFORD,6230
EASTERN CAPE,UITENHAGE,RIEBEEK HEIGHTS,6230
EASTERN CAPE,UITENHAGE,ROCKLANDS,6230
EASTERN CAPE,UITENHAGE,SAPKAMMA,6235
EASTERN CAPE,UITENHAGE,SCHEEPERS HEIGHTS,6230
EASTERN CAPE,UITENHAGE,STRELITZIA PARK,6230
EASTERN CAPE,UITENHAGE,THOMAS GAMBLE,6230
EASTERN CAPE,UITENHAGE,TIRRYVILLE,6229
EASTERN CAPE,UITENHAGE,UITENHAGE,6230
EASTERN CAPE,UITENHAGE,UPPER CENTRAL,6230
EASTERN CAPE,UITENHAGE,VALLEISIG,6230
EASTERN CAPE,UITENHAGE,VAN RIEBEECK HEIGHTS,6230
EASTERN CAPE,UITENHAGE,VANES ESTATE,6230
EASTERN CAPE,UITENHAGE,WINTERHOEK PARK,6230
EASTERN CAPE,UITENHAGE,XABA,6230
EASTERN CAPE,UMTATA,BAZIYA,5109
EASTERN CAPE,UMTATA,BITYI,5103
EASTERN CAPE,UMTATA,BUNTINGVILLE,5115
EASTERN CAPE,UMTATA,MISTY MOUNT,5113
EASTERN CAPE,UMTATA,SHAWBURY,5187
EASTERN CAPE,UMTATA,UMTATA,5100
EASTERN CAPE,UMTATA,UNITRA,5117
EASTERN CAPE,UMTATA,VIEDGESVILLE,5102
EASTERN CAPE,UMTATA,WICKSFORD,5189
EASTERN CAPE,UMZIMKHULU,UMZIMKHULU,3297
EASTERN CAPE,UNIONDALE,AVONTUUR,6490
EASTERN CAPE,UNIONDALE,BARANDAS,6480
EASTERN CAPE,UNIONDALE,LAUDINA,6463
EASTERN CAPE,UNIONDALE,NOLL,6462
EASTERN CAPE,UNIONDALE,UNIONDALE,6460
EASTERN CAPE,VENTERSTAD,OVISTON,9798
EASTERN CAPE,VENTERSTAD,VENTERSTAD,9798
EASTERN CAPE,WHITTLESEA,ROMANSLAAGTE,5364
EASTERN CAPE,WHITTLESEA,WHITTLESEA,5360
EASTERN CAPE,WILLOWMORE,COLESKEPLAAS,6454
EASTERN CAPE,WILLOWMORE,FULLARTON,6446
EASTERN CAPE,WILLOWMORE,STUDTIS,6451
EASTERN CAPE,WILLOWMORE,WILLOWMORE,6680
EASTERN CAPE,WILLOWVALE,WILLOWVALE,5040
EASTERN CAPE,ZWELITSHA,ZWELITSHA,7755
FREE STATE,ARLINGTON,ARLINGTON,9602
FREE STATE,BENSONVALE,BENSONVALE,9764
FREE STATE,BETHLEHEM,BAKENPARK,9700
FREE STATE,BETHLEHEM,BALLEY DUFF,9700
FREE STATE,BETHLEHEM,BERGSIG,9700
FREE STATE,BETHLEHEM,BETHLEHEM WEST,9700
FREE STATE,BETHLEHEM,BETHLEHEM,9700
FREE STATE,BETHLEHEM,BOHLOKONG,9700
FREE STATE,BETHLEHEM,DANIELSRUS,9705
FREE STATE,BETHLEHEM,EUREKA,9700
FREE STATE,BETHLEHEM,HOSPITAALHEUWEL,9700
FREE STATE,BETHLEHEM,HOSPITAL HILL,9700
FREE STATE,BETHLEHEM,JORDANIA,9700
FREE STATE,BETHLEHEM,KROMKLOOF,9700
FREE STATE,BETHLEHEM,LA PROVENCE,9700
FREE STATE,BETHLEHEM,MARY ANNE,9700
FREE STATE,BETHLEHEM,MOLUTERSKOP,9700
FREE STATE,BETHLEHEM,MORELIG,9700
FREE STATE,BETHLEHEM,PANORAMA,9700
FREE STATE,BETHLEHEM,SHERIDAN,9704
FREE STATE,BETHLEHEM,SLABBERTS,9703
FREE STATE,BETHLEHEM,STAFFORDS HILL,9700
FREE STATE,BETHULIE,BETHULIE,9992
FREE STATE,BLIKANA,BLIKANA,9777
FREE STATE,BLOEMFONTEIN,AANDRUS,9301
FREE STATE,BLOEMFONTEIN,ARBORETUM,9301
FREE STATE,BLOEMFONTEIN,ASHBURY,9301
FREE STATE,BLOEMFONTEIN,BAINS VLEI,9338
FREE STATE,BLOEMFONTEIN,BATHO,9323
FREE STATE,BLOEMFONTEIN,BAYSVALLEY,9301
FREE STATE,BLOEMFONTEIN,BAYSWATER,9301
FREE STATE,BLOEMFONTEIN,BERGENDAL,1709
FREE STATE,BLOEMFONTEIN,BLOEMANDA,9323
FREE STATE,BLOEMFONTEIN,BLOEMDAL,9301
